[INFO ] 2023-01-31T06:59:37,859Z [Test worker] internal.TestCordappImpl. - Generating CorDapp jar from local project in /Users/peter.li/Desktop/obligation-cordapp/workflows ... {}
[INFO ] 2023-01-31T07:00:06,775Z [Test worker] network.PersistentNetworkMapCache. - Adding node with info: NodeInfo(addresses=[mock.node:1000], legalIdentitiesAndCerts=[O=Notary, L=London, C=GB], platformVersion=11, serial=1675148405520), owningKey=DLBRwkZUo2ij1zLrLbCbGQmENLkPebt4G4ENVu86CUqvfj {}
[INFO ] 2023-01-31T07:00:06,775Z [Test worker] network.PersistentNetworkMapCache. - Previous node was identical to incoming one - doing nothing {}
[INFO ] 2023-01-31T07:00:06,795Z [Test worker] cordapp.JarScanningCordappLoader. - Looking for CorDapps in [build/mock-network/20230131-065937.006-DE8FE0700A9846CF/nodes/1/cordapps] {}
[INFO ] 2023-01-31T07:00:06,796Z [Test worker] cordapp.JarScanningCordappLoader. - Loading CorDapps from RestrictedURL(url=file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-065937.006-DE8FE0700A9846CF/nodes/1/cordapps/accounts-contracts-1.0.jar, rootPackageName=null), RestrictedURL(url=file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-065937.006-DE8FE0700A9846CF/nodes/1/cordapps/accounts-workflows-1.0.jar, rootPackageName=null), RestrictedURL(url=file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-065937.006-DE8FE0700A9846CF/nodes/1/cordapps/corda-finance-contracts-4.9.jar, rootPackageName=null), RestrictedURL(url=file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-065937.006-DE8FE0700A9846CF/nodes/1/cordapps/contracts-1.0.jar, rootPackageName=null), RestrictedURL(url=file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-065937.006-DE8FE0700A9846CF/nodes/1/cordapps/workflows-1.0.jar, rootPackageName=null) {}
[INFO ] 2023-01-31T07:00:06,796Z [Test worker] cordapp.JarScanningCordappLoader. - Scanning CorDapp in file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-065937.006-DE8FE0700A9846CF/nodes/1/cordapps/accounts-contracts-1.0.jar {}
[INFO ] 2023-01-31T07:00:06,827Z [Test worker] cordapp.JarScanningCordappLoader. - Scanning CorDapp in file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-065937.006-DE8FE0700A9846CF/nodes/1/cordapps/accounts-workflows-1.0.jar {}
[INFO ] 2023-01-31T07:00:06,839Z [Test worker] cordapp.JarScanningCordappLoader. - Scanning CorDapp in file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-065937.006-DE8FE0700A9846CF/nodes/1/cordapps/corda-finance-contracts-4.9.jar {}
[INFO ] 2023-01-31T07:00:06,861Z [Test worker] cordapp.JarScanningCordappLoader. - Scanning CorDapp in file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-065937.006-DE8FE0700A9846CF/nodes/1/cordapps/contracts-1.0.jar {}
[INFO ] 2023-01-31T07:00:06,868Z [Test worker] cordapp.JarScanningCordappLoader. - Scanning CorDapp in file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-065937.006-DE8FE0700A9846CF/nodes/1/cordapps/workflows-1.0.jar {}
[INFO ] 2023-01-31T07:00:06,903Z [Test worker] internal.InternalMockNetwork$MockNode. - MessagingService active change to: false {}
[INFO ] 2023-01-31T07:00:06,904Z [Test worker] internal.InternalMockNetwork$MockNode. - Flow external operation executor has a max of 2 threads {}
[INFO ] 2023-01-31T07:00:06,906Z [Test worker] internal.InternalMockNetwork$MockNode. - Node starting up ... {}
[INFO ] 2023-01-31T07:00:06,951Z [Test worker] internal.KeyStoreHandler. - Loaded trusted root certificate: DL7fwxLm5xbiMD8adUuYTsPZHAict46Ng4w6RNcySt5vAw, alias: cordarootca {}
[INFO ] 2023-01-31T07:00:06,951Z [Test worker] internal.KeyStoreHandler. - Loaded node identity key: DLAstkg1RVriNHWv5u7xtsAFxomMTe7nN2eLXrLZrL5VL3, alias: identity-private-key {}
[INFO ] 2023-01-31T07:00:06,957Z [Test worker] internal.NodeFlowManager. - Registered com.r3.corda.lib.accounts.workflows.flows.ShareStateAndSyncAccounts to initiate com.r3.corda.lib.accounts.workflows.flows.ReceiveStateAndSyncAccounts (version 1) {}
[INFO ] 2023-01-31T07:00:06,958Z [Test worker] internal.NodeFlowManager. - Registered com.r3.corda.lib.accounts.workflows.flows.ShareStateWithAccount to initiate com.r3.corda.lib.accounts.workflows.flows.ReceiveStateForAccount (version 1) {}
[INFO ] 2023-01-31T07:00:06,958Z [Test worker] internal.NodeFlowManager. - Registered com.r3.corda.lib.accounts.workflows.flows.RequestAccountInfo to initiate com.r3.corda.lib.accounts.workflows.flows.RequestAccountInfoHandler (version 1) {}
[INFO ] 2023-01-31T07:00:06,958Z [Test worker] internal.NodeFlowManager. - Registered com.r3.corda.lib.accounts.workflows.flows.RequestKeyForAccount to initiate com.r3.corda.lib.accounts.workflows.flows.SendKeyForAccount (version 1) {}
[INFO ] 2023-01-31T07:00:06,958Z [Test worker] internal.NodeFlowManager. - Registered com.r3.corda.lib.accounts.workflows.flows.ShareAccountInfo to initiate com.r3.corda.lib.accounts.workflows.flows.ShareAccountInfoHandler (version 1) {}
[INFO ] 2023-01-31T07:00:06,958Z [Test worker] internal.NodeFlowManager. - Registered net.corda.samples.obligation.flows.IOUIssueFlow to initiate net.corda.samples.obligation.flows.IOUIssueFlowResponder (version 1) {}
[INFO ] 2023-01-31T07:00:06,958Z [Test worker] internal.NodeFlowManager. - Registered net.corda.samples.obligation.flows.IOUSettleFlow to initiate net.corda.samples.obligation.flows.IOUSettleFlowResponder (version 1) {}
[INFO ] 2023-01-31T07:00:06,958Z [Test worker] internal.NodeFlowManager. - Registered net.corda.samples.obligation.flows.IOUTransferFlow to initiate net.corda.samples.obligation.flows.IOUTransferFlowResponder (version 1) {}
[INFO ] 2023-01-31T07:00:06,958Z [Test worker] internal.NodeFlowManager. - Registered net.corda.samples.obligation.flows.SyncKey to initiate net.corda.samples.obligation.flows.SyncKeyResponder (version 1) {}
[INFO ] 2023-01-31T07:00:06,963Z [Test worker] internal.InternalMockNetwork$MockNode. - Loaded network parameters: NetworkParameters {
      minimumPlatformVersion=4
      notaries=[NotaryInfo(identity=O=Notary, L=London, C=GB, validating=true)]
      maxMessageSize=10485760
      maxTransactionSize=524288000
      whitelistedContractImplementations {
        
      }
      eventHorizon=PT720H
      packageOwnership {
        
      }
      modifiedTime=2023-01-31T06:59:36.686Z
      epoch=1
  } {}
[INFO ] 2023-01-31T07:00:07,708Z [Test worker] internal.InternalMockNetwork$MockNode. - Connected to H2 database. {}
[INFO ] 2023-01-31T07:00:07,710Z [Test worker] persistence.HibernateConfiguration. - Init HibernateConfiguration for schemas: [CommonSchemaV1(name=net.corda.core.schemas.CommonSchema, version=1), VaultSchemaV1(name=net.corda.node.services.vault.VaultSchema, version=1), NodeInfoSchemaV1(name=net.corda.node.internal.schemas.NodeInfoSchema, version=1), NodeCoreV1(name=net.corda.node.services.schema.NodeSchemaService$NodeCore, version=1), AccountsContractsSchemaV1(name=com.r3.corda.lib.accounts.contracts.internal.schemas.AccountsContractsSchema, version=1), AccountsWorkflowsSchemaV1(name=com.r3.corda.lib.accounts.workflows.internal.schemas.AccountsWorkflowsSchema, version=1), CashSchemaV1(name=net.corda.finance.schemas.CashSchema, version=1), CommercialPaperSchemaV1(name=net.corda.finance.schemas.CommercialPaperSchema, version=1)] {}
[INFO ] 2023-01-31T07:00:07,710Z [Test worker] factory.BaseSessionFactoryFactory. - Creating session factory for schemas: [CommonSchemaV1(name=net.corda.core.schemas.CommonSchema, version=1), VaultSchemaV1(name=net.corda.node.services.vault.VaultSchema, version=1), NodeInfoSchemaV1(name=net.corda.node.internal.schemas.NodeInfoSchema, version=1), NodeCoreV1(name=net.corda.node.services.schema.NodeSchemaService$NodeCore, version=1), AccountsContractsSchemaV1(name=com.r3.corda.lib.accounts.contracts.internal.schemas.AccountsContractsSchema, version=1), AccountsWorkflowsSchemaV1(name=com.r3.corda.lib.accounts.workflows.internal.schemas.AccountsWorkflowsSchema, version=1), CashSchemaV1(name=net.corda.finance.schemas.CashSchema, version=1), CommercialPaperSchemaV1(name=net.corda.finance.schemas.CommercialPaperSchema, version=1)] {}
[INFO ] 2023-01-31T07:00:07,895Z [Test worker] factory.BaseSessionFactoryFactory. - Created session factory for schemas: [CommonSchemaV1(name=net.corda.core.schemas.CommonSchema, version=1), VaultSchemaV1(name=net.corda.node.services.vault.VaultSchema, version=1), NodeInfoSchemaV1(name=net.corda.node.internal.schemas.NodeInfoSchema, version=1), NodeCoreV1(name=net.corda.node.services.schema.NodeSchemaService$NodeCore, version=1), AccountsContractsSchemaV1(name=com.r3.corda.lib.accounts.contracts.internal.schemas.AccountsContractsSchema, version=1), AccountsWorkflowsSchemaV1(name=com.r3.corda.lib.accounts.workflows.internal.schemas.AccountsWorkflowsSchema, version=1), CashSchemaV1(name=net.corda.finance.schemas.CashSchema, version=1), CommercialPaperSchemaV1(name=net.corda.finance.schemas.CommercialPaperSchema, version=1)] {}
[INFO ] 2023-01-31T07:00:07,899Z [Test worker] internal.InternalMockNetwork$MockNode. - Node-info has changed so submitting update. Old node-info was null {}
[INFO ] 2023-01-31T07:00:07,903Z [Test worker] network.PersistentNetworkMapCache. - Adding node with info: NodeInfo(addresses=[mock.node:1000], legalIdentitiesAndCerts=[O=Mock Company 1, L=London, C=GB], platformVersion=11, serial=1675148407899), owningKey=DLAstkg1RVriNHWv5u7xtsAFxomMTe7nN2eLXrLZrL5VL3 {}
[INFO ] 2023-01-31T07:00:07,903Z [Test worker] network.PersistentNetworkMapCache. - No previous node found for O=Mock Company 1, L=London, C=GB {}
[INFO ] 2023-01-31T07:00:07,913Z [Test worker] internal.InternalMockNetwork$MockNode. - New node-info: NodeInfo(addresses=[mock.node:1000], legalIdentitiesAndCerts=[O=Mock Company 1, L=London, C=GB], platformVersion=11, serial=1675148407899) {}
[INFO ] 2023-01-31T07:00:07,921Z [Test worker] network.NetworkMapUpdater. - Auto-accept enabled for network parameter changes which modify only: [epoch, modifiedTime, packageOwnership, whitelistedContractImplementations] {}
[INFO ] 2023-01-31T07:00:07,921Z [Test worker] internal.MockNodeMessagingService. - Status change to true {}
[INFO ] 2023-01-31T07:00:07,921Z [Test worker] internal.InternalMockNetwork$MockNode. - MessagingService active change to: true {}
[INFO ] 2023-01-31T07:00:07,932Z [MockNode-2-2] network.PersistentNetworkMapCache. - Adding node with info: NodeInfo(addresses=[mock.node:1000], legalIdentitiesAndCerts=[O=Mock Company 1, L=London, C=GB], platformVersion=11, serial=1675148407899), owningKey=DLAstkg1RVriNHWv5u7xtsAFxomMTe7nN2eLXrLZrL5VL3 {}
[INFO ] 2023-01-31T07:00:07,932Z [MockNode-2-2] network.PersistentNetworkMapCache. - Previous node was identical to incoming one - doing nothing {}
[INFO ] 2023-01-31T07:00:07,957Z [Test worker] persistence.NodeAttachmentService. - Stored new attachment: id=D370FD972C7E07CE73F4F9B7886D226807F6B16C4EE287398B9C69384109DC14 uploader=app filename=Accounts SDK - States and Contracts {}
[INFO ] 2023-01-31T07:00:07,997Z [Test worker] persistence.NodeAttachmentService. - Stored new attachment: id=BD0C932EAF8B1FE96DCBBF275B914BCD776D14EDC8F97DCEBF7E15DA09C606AE uploader=app filename=Corda Finance Demo {}
[INFO ] 2023-01-31T07:00:08,017Z [Test worker] persistence.NodeAttachmentService. - Stored new attachment: id=8D797B45F40704FA4FD70921F5BC6E2D7B34450D345CE6788D2A87859EF63BD8 uploader=app filename=Obligation Contracts {}
[INFO ] 2023-01-31T07:00:08,021Z [Test worker] internal.InternalMockNetwork$MockNode. - Installed com.r3.corda.lib.accounts.workflows.services.KeyManagementBackedAccountService Corda service {}
[INFO ] 2023-01-31T07:00:08,050Z [Test worker] statemachine.SingleThreadedStateMachineManager. - Node ready, info: NodeInfo(addresses=[mock.node:1000], legalIdentitiesAndCerts=[O=Mock Company 1, L=London, C=GB], platformVersion=11, serial=1675148407899) {}
[INFO ] 2023-01-31T07:00:08,053Z [Test worker] network.PersistentNetworkMapCache. - Adding node with info: NodeInfo(addresses=[mock.node:1000], legalIdentitiesAndCerts=[O=Notary, L=London, C=GB], platformVersion=11, serial=1675148405520), owningKey=DLBRwkZUo2ij1zLrLbCbGQmENLkPebt4G4ENVu86CUqvfj {}
[INFO ] 2023-01-31T07:00:08,053Z [Test worker] network.PersistentNetworkMapCache. - No previous node found for O=Notary, L=London, C=GB {}
[INFO ] 2023-01-31T07:00:08,069Z [Test worker] network.PersistentNetworkMapCache. - Adding node with info: NodeInfo(addresses=[mock.node:1000], legalIdentitiesAndCerts=[O=Mock Company 1, L=London, C=GB], platformVersion=11, serial=1675148407899), owningKey=DLAstkg1RVriNHWv5u7xtsAFxomMTe7nN2eLXrLZrL5VL3 {}
[INFO ] 2023-01-31T07:00:08,069Z [Test worker] network.PersistentNetworkMapCache. - No previous node found for O=Mock Company 1, L=London, C=GB {}
[INFO ] 2023-01-31T07:00:08,084Z [Test worker] network.PersistentNetworkMapCache. - Adding node with info: NodeInfo(addresses=[mock.node:1000], legalIdentitiesAndCerts=[O=Mock Company 1, L=London, C=GB], platformVersion=11, serial=1675148407899), owningKey=DLAstkg1RVriNHWv5u7xtsAFxomMTe7nN2eLXrLZrL5VL3 {}
[INFO ] 2023-01-31T07:00:08,084Z [Test worker] network.PersistentNetworkMapCache. - Previous node was identical to incoming one - doing nothing {}
[INFO ] 2023-01-31T07:00:08,084Z [Test worker] network.PersistentNetworkMapCache. - Adding node with info: NodeInfo(addresses=[mock.node:1000], legalIdentitiesAndCerts=[O=Mock Company 1, L=London, C=GB], platformVersion=11, serial=1675148407899), owningKey=DLAstkg1RVriNHWv5u7xtsAFxomMTe7nN2eLXrLZrL5VL3 {}
[INFO ] 2023-01-31T07:00:08,084Z [Test worker] network.PersistentNetworkMapCache. - Previous node was identical to incoming one - doing nothing {}
[INFO ] 2023-01-31T07:00:08,103Z [Test worker] cordapp.JarScanningCordappLoader. - Looking for CorDapps in [build/mock-network/20230131-065937.006-DE8FE0700A9846CF/nodes/2/cordapps] {}
[INFO ] 2023-01-31T07:00:08,104Z [Test worker] cordapp.JarScanningCordappLoader. - Loading CorDapps from RestrictedURL(url=file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-065937.006-DE8FE0700A9846CF/nodes/2/cordapps/accounts-contracts-1.0.jar, rootPackageName=null), RestrictedURL(url=file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-065937.006-DE8FE0700A9846CF/nodes/2/cordapps/accounts-workflows-1.0.jar, rootPackageName=null), RestrictedURL(url=file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-065937.006-DE8FE0700A9846CF/nodes/2/cordapps/corda-finance-contracts-4.9.jar, rootPackageName=null), RestrictedURL(url=file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-065937.006-DE8FE0700A9846CF/nodes/2/cordapps/contracts-1.0.jar, rootPackageName=null), RestrictedURL(url=file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-065937.006-DE8FE0700A9846CF/nodes/2/cordapps/workflows-1.0.jar, rootPackageName=null) {}
[INFO ] 2023-01-31T07:00:08,104Z [Test worker] cordapp.JarScanningCordappLoader. - Scanning CorDapp in file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-065937.006-DE8FE0700A9846CF/nodes/2/cordapps/accounts-contracts-1.0.jar {}
[INFO ] 2023-01-31T07:00:08,130Z [Test worker] cordapp.JarScanningCordappLoader. - Scanning CorDapp in file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-065937.006-DE8FE0700A9846CF/nodes/2/cordapps/accounts-workflows-1.0.jar {}
[INFO ] 2023-01-31T07:00:08,139Z [Test worker] cordapp.JarScanningCordappLoader. - Scanning CorDapp in file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-065937.006-DE8FE0700A9846CF/nodes/2/cordapps/corda-finance-contracts-4.9.jar {}
[INFO ] 2023-01-31T07:00:08,152Z [Test worker] cordapp.JarScanningCordappLoader. - Scanning CorDapp in file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-065937.006-DE8FE0700A9846CF/nodes/2/cordapps/contracts-1.0.jar {}
[INFO ] 2023-01-31T07:00:08,159Z [Test worker] cordapp.JarScanningCordappLoader. - Scanning CorDapp in file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-065937.006-DE8FE0700A9846CF/nodes/2/cordapps/workflows-1.0.jar {}
[INFO ] 2023-01-31T07:00:08,188Z [Test worker] internal.InternalMockNetwork$MockNode. - MessagingService active change to: false {}
[INFO ] 2023-01-31T07:00:08,189Z [Test worker] internal.InternalMockNetwork$MockNode. - Flow external operation executor has a max of 2 threads {}
[INFO ] 2023-01-31T07:00:08,191Z [Test worker] internal.InternalMockNetwork$MockNode. - Node starting up ... {}
[INFO ] 2023-01-31T07:00:08,231Z [Test worker] internal.KeyStoreHandler. - Loaded trusted root certificate: DL7fwxLm5xbiMD8adUuYTsPZHAict46Ng4w6RNcySt5vAw, alias: cordarootca {}
[INFO ] 2023-01-31T07:00:08,231Z [Test worker] internal.KeyStoreHandler. - Loaded node identity key: DL2mqLGxXzFLMLNsgGnXa1wt1fQEeVYREZC6mEHKM5LxQV, alias: identity-private-key {}
[INFO ] 2023-01-31T07:00:08,237Z [Test worker] internal.NodeFlowManager. - Registered com.r3.corda.lib.accounts.workflows.flows.ShareStateAndSyncAccounts to initiate com.r3.corda.lib.accounts.workflows.flows.ReceiveStateAndSyncAccounts (version 1) {}
[INFO ] 2023-01-31T07:00:08,237Z [Test worker] internal.NodeFlowManager. - Registered com.r3.corda.lib.accounts.workflows.flows.ShareStateWithAccount to initiate com.r3.corda.lib.accounts.workflows.flows.ReceiveStateForAccount (version 1) {}
[INFO ] 2023-01-31T07:00:08,237Z [Test worker] internal.NodeFlowManager. - Registered com.r3.corda.lib.accounts.workflows.flows.RequestAccountInfo to initiate com.r3.corda.lib.accounts.workflows.flows.RequestAccountInfoHandler (version 1) {}
[INFO ] 2023-01-31T07:00:08,237Z [Test worker] internal.NodeFlowManager. - Registered com.r3.corda.lib.accounts.workflows.flows.RequestKeyForAccount to initiate com.r3.corda.lib.accounts.workflows.flows.SendKeyForAccount (version 1) {}
